fecha,importe,prestamo_id,tipo_movimiento_id,usuario_id,comentario
2018-11-20 17:00:22,7200.0,1,4
2018-11-20 17:00:52,72000.0,1,5
2018-11-28 20:00:04,5400.0,1,6
2018-12-17 21:00:44,5400.0,1,6
2018-12-12 21:00:00,5400.0,1,6
2018-09-14 13:09:52,40000.0,21,5
2018-09-14 13:14:35,4000.0,21,4
2018-09-19 13:17:21,3000.0,21,6
2018-09-26 13:17:57,3000.0,21,6
2018-10-03 13:19:13,3000.0,21,6
2018-10-10 13:23:59,3000.0,21,6
2018-10-17 10:43:02,3000.0,21,6
2018-10-24 10:44:03,3000.0,21,6
2018-10-31 10:44:41,3000.0,21,6
2018-12-19 10:56:37,5400.0,1,6
2018-10-24 11:05:58,90000.0,4,5
2018-10-24 11:06:27,9000.0,4,4
2018-10-31 11:07:00,6750.0,4,6
2018-11-07 11:07:45,6750.0,4,6
2018-11-14 11:08:44,6750.0,4,6
2018-11-21 11:09:51,6750.0,4,6
2018-11-28 11:10:26,6750.0,4,6
2018-12-05 11:10:59,6750.0,4,6
2018-12-12 11:12:32,6750.0,4,6
2018-12-19 11:13:12,6750.0,4,6
2018-11-21 11:19:53,110000.0,6,5
2018-11-21 11:21:11,11000.0,6,4
2018-11-28 11:21:40,8250.0,6,6
2018-12-05 11:22:35,8250.0,6,6
2018-12-12 11:23:08,8250.0,6,6
2018-12-19 11:24:00,8250.0,6,6
2018-11-05 11:26:11,48000.0,7,5
2018-11-05 11:28:05,4800.0,7,4
2018-11-12 11:29:23,3600.0,7,6
2018-11-19 11:30:12,3600.0,7,6
2018-11-26 11:31:05,3600.0,7,6
2018-12-03 11:31:52,3600.0,7,6
2018-12-10 11:32:30,3600.0,7,6
2018-12-17 11:33:05,3600.0,7,6
2018-12-07 11:41:51,43000.0,8,5
2018-12-07 11:42:42,4300.0,8,4
2018-12-10 11:43:06,3225.0,8,6
2018-12-17 11:44:11,3225.0,8,6
2018-10-19 11:57:35,20000.0,11,5
2018-10-19 11:59:40,2000.0,11,4
2018-10-26 12:39:31,60000.0,9,5
2018-10-26 12:40:34,6000.0,9,4
2018-11-02 12:41:14,4500.0,9,6
2018-11-09 12:41:36,4500.0,9,6
2018-11-16 12:42:57,4500.0,9,6
2018-11-23 12:43:31,4500.0,9,6
2018-11-30 12:44:03,4500.0,9,6
2018-12-07 12:44:39,4500.0,9,6
2018-12-14 12:45:05,4500.0,9,6
2018-11-09 12:50:20,89000.0,10,5
2018-11-09 12:50:54,8900.0,10,4
2018-11-16 12:53:52,6675.0,10,6
2018-11-23 12:54:40,6675.0,10,6
2018-11-30 12:55:13,6675.0,10,6
2018-12-07 12:55:50,3515.0,10,6
2018-10-29 13:03:05,130000.0,14,5
2018-10-29 13:06:19,13000.0,14,4
2018-11-05 13:07:58,9750.0,14,6
2018-11-12 13:08:47,9750.0,14,6
2018-11-19 13:09:21,9750.0,14,6
2018-11-26 13:09:46,9750.0,14,6
2018-12-03 13:10:15,9750.0,14,6
2018-12-10 13:10:34,9750.0,14,6
2018-12-17 13:11:03,9750.0,14,6
2018-10-19 13:15:44,56000.0,15,5
2018-10-19 13:16:18,5600.0,15,4
2018-10-26 13:16:44,4200.0,15,6
2018-11-02 13:17:42,4200.0,15,6
2018-11-09 13:18:24,4200.0,15,6
2018-11-16 13:18:51,4200.0,15,6
2018-11-23 13:19:21,4200.0,15,6
2018-11-30 13:19:49,4200.0,15,6
2018-12-07 13:20:23,4200.0,15,6
2018-12-14 17:00:00,4200.0,15,6
2018-12-21 17:00:00,4200.0,15,6
2019-12-03 11:40:02,49000.0,3,5
2019-12-03 11:41:37,4900.0,3,4
2018-12-10 17:00:00,3675.0,3,6
2018-12-17 17:00:00,3675.0,3,6
2018-11-28 12:29:07,50000.0,12,5
2018-11-28 12:30:34,5000.0,12,4
2018-12-14 17:00:00,3750.0,12,6
2018-12-21 17:00:00,3750.0,12,6
2018-10-08 19:28:47,24000.0,16,5
2019-01-07 13:29:58,2400.0,16,4
2018-10-15 17:00:00,1800.0,16,6
2018-10-22 17:00:00,1800.0,16,6
2018-10-29 17:00:00,1800.0,16,6
2018-11-05 17:00:00,1800.0,16,6
2018-11-12 17:00:00,1800.0,16,6
2018-11-19 17:00:00,1800.0,16,6
2018-11-26 17:00:00,1800.0,16,6
2018-12-03 17:00:00,1800.0,16,6
2018-12-10 17:00:00,1800.0,16,6
2018-12-17 17:00:00,1800.0,16,6
2018-12-12 13:44:52,90000.0,17,5
2018-12-12 13:45:22,9000.0,17,4
2018-12-19 17:00:00,6750.0,17,6
2018-10-24 09:30:09,76000.0,18,5
2018-10-24 09:31:44,7600.0,18,4
2018-10-17 09:55:21,7000.0,19,4
2018-10-17 09:56:22,70000.0,19,5
2018-10-24 17:00:00,5250.0,19,6
2018-10-31 17:00:00,5250.0,19,6
2018-11-07 17:00:00,5250.0,19,6
2018-11-14 17:00:00,5250.0,19,6
2018-11-21 17:00:00,5250.0,19,6
2018-11-28 17:00:00,5250.0,19,6
2018-12-05 17:00:00,5250.0,19,6
2018-12-12 17:00:00,5250.0,19,6
2018-12-19 17:00:00,5250.0,19,6
